iban,amount,date
YI62HTEN5739745820890142,"€8967,42",17/04/2022
EX24GVJP7144104973232484,"€956,99",30/01/2021
WO71OALR7349870387403646,"€975,46",16/11/2021
WM39ZLRO8923014308284958,"€2090,05",01/03/2022
WD52FTUZ8278815624905675,"€7007,33",14/10/2022
EV25EYNT8611553704952671,"€2715,55",07/06/2022
YI62HTEN5739745820890142,"€4310,12",05/11/2022
OI76JTQR8783503631662856,"€8561,04",29/07/2022
LK11TXLK9955464498656415,"€5509,01",25/03/2020
GR31KOSL5868902598342398,"€69,40",11/01/2020
FH49EBUS9790640749129224,"€1214,84",13/11/2020
ZF83QTIK2093510085478891,"€6551,74",02/04/2022
YE33IPZN5036182368776050,"€2089,37",05/12/2020
UK46XCJK5130346395669069,"€4116,39",08/07/2021
ND01TMBO1447382433152715,"€2962,83",05/12/2022
DM59BZQF5862676480464137,"€457,59",23/06/2021
EV25EYNT8611553704952671,"€4160,77",10/01/2020
ND01TMBO1447382433152715,"€4516,74",03/06/2022
IJ02YJZN1459113278591727,"€4375,43",16/02/2020
IJ02YJZN1459113278591727,"€6506,00",23/11/2021
FJ51QVCZ4071876469072835,"€3525,38",02/07/2020
KQ93FGEY6361663962535877,"€2635,88",29/01/2022
MY87UNZR9329832718368216,"€8258,53",09/06/2021
GR31KOSL5868902598342398,"€6578,51",17/05/2022
ZF83QTIK2093510085478891,"€5486,29",16/04/2021
EK58GJRI3494492520481496,"€3688,49",06/11/2022
BL91WYEM7893463245289011,"€3680,53",24/07/2022
WO71OALR7349870387403646,"€2777,11",19/04/2020
UK46XCJK5130346395669069,"€2438,09",13/01/2021
KQ93FGEY6361663962535877,"€8439,91",20/08/2022
UR27EPEW6749649738989206,"€216,72",01/02/2021
WH39HFYD7954475145033871,"€2366,30",03/09/2021
EF62PIJZ9881548659721222,"€5123,89",23/03/2021
EV25EYNT8611553704952671,"€7848,02",11/07/2021
KT44MXNQ7249551121872917,"€1718,00",25/06/2021
DM59BZQF5862676480464137,"€3479,11",09/08/2020
OA37CQDJ5874702614492234,"€256,11",02/03/2022
EV25EYNT8611553704952671,"€125,66",29/08/2021
OI76JTQR8783503631662856,"€1480,81",21/11/2022
IX35DFVK6952181976345520,"€1825,12",06/12/2020
YI62HTEN5739745820890142,"€8062,05",18/06/2020
WM39ZLRO8923014308284958,"€7259,93",04/06/2021
FU57KYSJ7187405817063989,"€4907,64",10/04/2020
IC45NSEU7014035399074000,"€3475,67",22/02/2020
MK19QSLS5520104779010335,"€6634,88",24/02/2020
CG80EVJO5871950581852736,"€6102,54",24/02/2021
IC45NSEU7014035399074000,"€9238,10",30/12/2021
FO50WRNR6368136727316283,"€3927,25",03/12/2020
MJ34AOFS7606755782424999,"€1849,84",22/07/2020
KD27WFUW1994525153688845,"€452,34",21/12/2021
DM59BZQF5862676480464137,"€3242,59",26/02/2021
CG80EVJO5871950581852736,"€1139,60",21/08/2022
QS64LQLE2555553037497653,"€1370,65",07/06/2021
FJ51QVCZ4071876469072835,"€4414,16",07/08/2021
FL14EEQD2184689902100152,"€2997,69",11/01/2020
EV25EYNT8611553704952671,"€5471,51",05/02/2020
FU72XWUI7778741314347558,"€2099,00",19/04/2021
UR27EPEW6749649738989206,"€8334,47",16/05/2020
YI62HTEN5739745820890142,"€5015,96",26/10/2022
FJ51QVCZ4071876469072835,"€8344,82",20/03/2021
OA37CQDJ5874702614492234,"€8362,45",09/10/2022
EX24GVJP7144104973232484,"€3325,89",15/07/2020
EK58GJRI3494492520481496,"€9712,27",04/08/2022
WD52FTUZ8278815624905675,"€1472,54",21/01/2021
TE45XENC2105749011568013,"€2285,73",29/03/2022
TB08WWAL3671501213548985,"€9848,30",11/12/2021
KQ93FGEY6361663962535877,"€4905,29",09/01/2020
BS06UUKY7010484849656585,"€6950,53",23/07/2022
FU57KYSJ7187405817063989,"€9951,36",28/09/2020
FU72XWUI7778741314347558,"€3782,50",12/09/2021
LK11TXLK9955464498656415,"€6742,02",01/12/2021
WP19QDYB8206191961152292,"€2126,70",19/06/2021
LK11TXLK9955464498656415,"€1035,56",04/03/2021
FJ51QVCZ4071876469072835,"€3501,77",12/09/2021
EK58GJRI3494492520481496,"€648,84",14/10/2021
GR31KOSL5868902598342398,"€4347,40",22/09/2021
TE45XENC2105749011568013,"€1047,06",26/03/2021
WD52FTUZ8278815624905675,"€7758,31",01/05/2020
LK11TXLK9955464498656415,"€673,31",05/08/2021
IJ02YJZN1459113278591727,"€1450,66",15/10/2022
WM39ZLRO8923014308284958,"€2738,86",02/09/2021
WD52FTUZ8278815624905675,"€9322,54",07/05/2022
MJ34AOFS7606755782424999,"€2606,53",30/03/2021
EV25EYNT8611553704952671,"€6385,69",26/07/2020
LK11TXLK9955464498656415,"€8576,60",24/07/2021
BP29TPUJ6310621823872564,"€7714,58",14/08/2021
MK19QSLS5520104779010335,"€6581,55",18/01/2022
KD27WFUW1994525153688845,"€5394,01",06/05/2022
FO50WRNR6368136727316283,"€6857,91",26/03/2022
CG80EVJO5871950581852736,"€1815,50",06/11/2020
MY87UNZR9329832718368216,"€190,56",15/08/2022
WH39HFYD7954475145033871,"€3902,89",25/06/2021
TW60ZFZE5455186650176728,"€1901,70",14/01/2021
IJ02YJZN1459113278591727,"€6560,24",09/10/2020
LY42SXCS6002449311267945,"€2525,88",07/09/2020
PE97VTKD2117787476167401,"€9111,88",01/08/2022
KT44MXNQ7249551121872917,"€2253,75",30/08/2020
QS64LQLE2555553037497653,"€1768,89",11/11/2022
FO50WRNR6368136727316283,"€7580,04",07/07/2022
UR27EPEW6749649738989206,"€6650,89",20/11/2022
MJ34AOFS7606755782424999,"€4158,76",10/09/2021
ND01TMBO1447382433152715,"€9161,09",28/06/2021
KD27WFUW1994525153688845,"€3176,45",20/04/2021
KQ93FGEY6361663962535877,"€3257,68",27/01/2021
PD27IIZR0203047936829770,"€9734,60",16/08/2022
FL14EEQD2184689902100152,"€1909,13",13/12/2022
PD27IIZR0203047936829770,"€9044,17",08/03/2021
DM59BZQF5862676480464137,"€1400,11",09/01/2020
IC45NSEU7014035399074000,"€8972,56",04/09/2021
YI62HTEN5739745820890142,"€4492,71",30/05/2021
EX24GVJP7144104973232484,"€6383,86",08/10/2022
YI62HTEN5739745820890142,"€1704,54",04/07/2021
PE97VTKD2117787476167401,"€2170,39",22/01/2022
MY87UNZR9329832718368216,"€1116,34",04/05/2020
WM39ZLRO8923014308284958,"€1167,69",11/06/2020
IC45NSEU7014035399074000,"€250,98",19/01/2020
BP29TPUJ6310621823872564,"€3316,70",25/07/2021
UK46XCJK5130346395669069,"€4022,08",16/01/2020
IJ02YJZN1459113278591727,"€728,14",12/05/2021
FJ51QVCZ4071876469072835,"€1460,73",20/08/2021
EX24GVJP7144104973232484,"€9339,23",07/05/2022
KT44MXNQ7249551121872917,"€4100,84",25/07/2022
IJ02YJZN1459113278591727,"€3881,27",07/11/2021
QS64LQLE2555553037497653,"€3084,15",08/10/2021
YG32AIZY9488675037370706,"€3331,58",07/10/2022
EV25EYNT8611553704952671,"€838,14",28/07/2020
NX52VYJQ7332172388663407,"€969,60",03/08/2022
FH49EBUS9790640749129224,"€7661,61",28/10/2021
QK76YHHS6347816505846314,"€8181,67",06/06/2020
YE33IPZN5036182368776050,"€5540,04",23/03/2020
CG80EVJO5871950581852736,"€191,30",04/10/2020
FO50WRNR6368136727316283,"€5506,04",22/08/2020
EX24GVJP7144104973232484,"€5069,84",02/02/2021
WP19QDYB8206191961152292,"€5826,80",20/12/2020
WH39HFYD7954475145033871,"€2173,30",13/08/2021
TE45XENC2105749011568013,"€238,07",13/12/2020
TB08WWAL3671501213548985,"€1139,39",12/07/2022
TW60ZFZE5455186650176728,"€594,18",18/03/2020
EV25EYNT8611553704952671,"€800,25",14/06/2020
IJ02YJZN1459113278591727,"€4716,85",24/08/2021
RW16JLAK0388910387065777,"€5202,86",09/11/2022
QK76YHHS6347816505846314,"€1595,84",16/07/2022
QK76YHHS6347816505846314,"€1203,83",08/02/2020
VK52OTDE7058948010602650,"€2588,24",29/03/2021
EV25EYNT8611553704952671,"€7734,30",22/05/2020
ND01TMBO1447382433152715,"€6244,77",27/05/2020
TW60ZFZE5455186650176728,"€4678,85",06/12/2020
EF62PIJZ9881548659721222,"€8644,41",05/02/2022
CG80EVJO5871950581852736,"€5118,19",08/10/2021
UK46XCJK5130346395669069,"€97,01",13/11/2022
KT44MXNQ7249551121872917,"€2268,09",08/06/2022
TB08WWAL3671501213548985,"€1537,85",03/03/2022
PD27IIZR0203047936829770,"€3888,35",05/07/2020
EF62PIJZ9881548659721222,"€1475,19",15/07/2020
PD27IIZR0203047936829770,"€1108,91",16/07/2020
FO50WRNR6368136727316283,"€7979,39",19/02/2021
EX24GVJP7144104973232484,"€2876,02",26/12/2020
DM59BZQF5862676480464137,"€7554,71",22/06/2020
FH49EBUS9790640749129224,"€2123,59",27/07/2021
KD27WFUW1994525153688845,"€2163,61",16/07/2020
UK46XCJK5130346395669069,"€5182,43",03/12/2022
NA30KDAE2038856374082263,"€102,64",21/08/2022
IC45NSEU7014035399074000,"€5874,58",29/01/2022
OA37CQDJ5874702614492234,"€3718,15",04/01/2021
GR31KOSL5868902598342398,"€6055,94",13/07/2021
CG80EVJO5871950581852736,"€6460,12",20/08/2022
OI76JTQR8783503631662856,"€5040,85",29/05/2020
EV25EYNT8611553704952671,"€5188,43",19/11/2021
EK58GJRI3494492520481496,"€8221,85",13/02/2022
MY87UNZR9329832718368216,"€5699,60",12/03/2020
KD27WFUW1994525153688845,"€1196,65",16/12/2022
UK46XCJK5130346395669069,"€1127,45",16/09/2022
MK19QSLS5520104779010335,"€8805,12",03/04/2021
KQ93FGEY6361663962535877,"€237,59",25/08/2020
UK46XCJK5130346395669069,"€5749,36",05/01/2022
DM59BZQF5862676480464137,"€3357,58",05/02/2020
BS06UUKY7010484849656585,"€8789,53",26/05/2021
GR31KOSL5868902598342398,"€6194,25",24/04/2021
NA38ISGF6658874953084910,"€8589,34",10/02/2022
IJ02YJZN1459113278591727,"€5934,36",10/08/2021
TE45XENC2105749011568013,"€2350,28",01/12/2022
EK58GJRI3494492520481496,"€9927,75",10/11/2021
GR31KOSL5868902598342398,"€5905,73",27/05/2021
WM39ZLRO8923014308284958,"€4295,50",12/06/2022
NX52VYJQ7332172388663407,"€2978,62",18/08/2020
HG63XUMM8029320556780672,"€2734,94",31/05/2021
UK46XCJK5130346395669069,"€692,54",24/02/2020
FJ51QVCZ4071876469072835,"€2036,91",30/01/2022
FU57KYSJ7187405817063989,"€3818,81",13/01/2020
EK58GJRI3494492520481496,"€7013,03",25/07/2020
QK76YHHS6347816505846314,"€3482,82",10/02/2021
LY42SXCS6002449311267945,"€1343,82",13/08/2020
MY87UNZR9329832718368216,"€8849,32",14/04/2020
WH39HFYD7954475145033871,"€6848,33",08/05/2021
WM39ZLRO8923014308284958,"€4131,97",16/11/2020
DM59BZQF5862676480464137,"€9448,02",14/04/2020
CG80EVJO5871950581852736,"€2297,45",06/11/2020
LY42SXCS6002449311267945,"€3587,26",11/04/2021
IC45NSEU7014035399074000,"€6995,83",16/01/2022
VK52OTDE7058948010602650,"€823,69",11/12/2022
TE94QYDP6805848077193773,"€6780,67",04/03/2020
WM39ZLRO8923014308284958,"€1649,81",01/10/2021
FU57KYSJ7187405817063989,"€6000,48",28/09/2022
EK58GJRI3494492520481496,"€3931,34",07/05/2021
WH39HFYD7954475145033871,"€742,77",16/02/2022
OA37CQDJ5874702614492234,"€1585,18",11/07/2020
FJ51QVCZ4071876469072835,"€3359,74",21/07/2020
FL14EEQD2184689902100152,"€2040,12",13/03/2022
ND01TMBO1447382433152715,"€2488,55",29/01/2022
PD27IIZR0203047936829770,"€6843,18",12/04/2020
NX52VYJQ7332172388663407,"€3293,71",08/01/2020
EX24GVJP7144104973232484,"€930,42",28/06/2022
PD27IIZR0203047936829770,"€8257,40",07/11/2022
HW78GAHQ3332032503939240,"€5096,37",06/10/2020
WP19QDYB8206191961152292,"€6943,35",07/10/2020
TE94QYDP6805848077193773,"€8906,75",07/01/2020
LK11TXLK9955464498656415,"€6480,07",19/01/2020
IX35DFVK6952181976345520,"€6265,18",07/11/2021
IX35DFVK6952181976345520,"€7269,11",19/12/2020
VK52OTDE7058948010602650,"€6466,23",08/12/2020
KQ93FGEY6361663962535877,"€2673,77",21/02/2021
OA37CQDJ5874702614492234,"€2063,64",30/03/2020
LM52HKCB2384225797244246,"€7630,15",04/03/2021
WO42WYBF5040063753517656,"€9945,97",20/02/2022
LM52HKCB2384225797244246,"€2515,85",03/06/2020
EK58GJRI3494492520481496,"€3803,97",09/05/2020
DM59BZQF5862676480464137,"€4263,28",05/01/2021
GW69NCED6595613543369289,"€9760,78",27/04/2020
RW16JLAK0388910387065777,"€7609,53",20/08/2021
WK05HWZD5591225804593608,"€8439,19",28/05/2020
IX35DFVK6952181976345520,"€8657,52",14/04/2020
LK11TXLK9955464498656415,"€8605,36",11/04/2021
FJ51QVCZ4071876469072835,"€5772,75",15/05/2022
WK05HWZD5591225804593608,"€9754,13",04/09/2022
CG80EVJO5871950581852736,"€4070,30",21/12/2022
ZF83QTIK2093510085478891,"€6990,05",30/01/2021
NA30KDAE2038856374082263,"€3599,74",12/08/2022
WD52FTUZ8278815624905675,"€7771,76",12/09/2022
HW78GAHQ3332032503939240,"€8083,58",24/05/2021
UR27EPEW6749649738989206,"€5017,62",02/09/2022
ND01TMBO1447382433152715,"€4853,36",23/04/2020
TW60ZFZE5455186650176728,"€9197,50",18/07/2020
KT44MXNQ7249551121872917,"€4403,93",20/07/2021
FL14EEQD2184689902100152,"€4566,27",09/03/2022
IC45NSEU7014035399074000,"€5055,13",14/02/2022
KD27WFUW1994525153688845,"€5052,48",19/06/2020
PE97VTKD2117787476167401,"€5328,10",12/08/2021
PE97VTKD2117787476167401,"€4056,59",03/12/2021
NX52VYJQ7332172388663407,"€5036,69",23/11/2020
GW69NCED6595613543369289,"€8911,05",25/12/2020
YG32AIZY9488675037370706,"€7642,01",14/08/2020
IX35DFVK6952181976345520,"€3714,06",23/12/2020
KT44MXNQ7249551121872917,"€1008,41",11/08/2021
EK58GJRI3494492520481496,"€1657,69",29/06/2021
KT44MXNQ7249551121872917,"€9661,34",01/09/2020
HG63XUMM8029320556780672,"€6545,75",10/05/2020
MJ34AOFS7606755782424999,"€1000,17",23/01/2022
IX35DFVK6952181976345520,"€82,76",23/05/2022
LK11TXLK9955464498656415,"€4367,82",28/04/2020
QK76YHHS6347816505846314,"€4406,66",23/05/2020
EK58GJRI3494492520481496,"€4695,58",25/06/2021
EV25EYNT8611553704952671,"€9806,45",15/07/2021
OM60BCJZ8074608343094365,"€3021,06",18/10/2020
GR31KOSL5868902598342398,"€7150,39",28/10/2022
TB08WWAL3671501213548985,"€3588,04",31/10/2021
WM39ZLRO8923014308284958,"€5378,24",25/07/2020
LK11TXLK9955464498656415,"€3240,15",26/03/2022
YE33IPZN5036182368776050,"€8113,98",13/04/2020
NA38ISGF6658874953084910,"€8689,01",24/08/2020
VK52OTDE7058948010602650,"€2914,28",13/04/2022
VK52OTDE7058948010602650,"€4741,87",22/06/2021
LY42SXCS6002449311267945,"€2264,04",08/10/2021
IX35DFVK6952181976345520,"€1255,96",23/01/2020
LK11TXLK9955464498656415,"€9558,02",15/09/2020
WM39ZLRO8923014308284958,"€1472,02",18/10/2020
VK52OTDE7058948010602650,"€1632,01",30/01/2022
EV25EYNT8611553704952671,"€731,52",19/12/2020
YE33IPZN5036182368776050,"€1216,91",14/10/2020
KD27WFUW1994525153688845,"€7358,75",24/12/2021
HW78GAHQ3332032503939240,"€6381,53",10/12/2020
IX35DFVK6952181976345520,"€5905,11",20/03/2020
MJ34AOFS7606755782424999,"€2264,18",23/11/2020
KQ93FGEY6361663962535877,"€1571,60",01/10/2022
FJ51QVCZ4071876469072835,"€5061,49",29/01/2022
EK58GJRI3494492520481496,"€5981,87",22/01/2020
WH39HFYD7954475145033871,"€3470,02",28/08/2020
EK58GJRI3494492520481496,"€1139,26",23/07/2021
WM39ZLRO8923014308284958,"€758,14",20/08/2021
OA37CQDJ5874702614492234,"€538,43",17/05/2021
UK46XCJK5130346395669069,"€6550,77",01/01/2021
KD27WFUW1994525153688845,"€1080,63",13/08/2022
EX24GVJP7144104973232484,"€1443,11",28/04/2022
WP19QDYB8206191961152292,"€6629,32",04/05/2021
RW16JLAK0388910387065777,"€2413,78",04/11/2021
DM59BZQF5862676480464137,"€1587,88",14/03/2020
QK76YHHS6347816505846314,"€3079,79",14/03/2022
UK46XCJK5130346395669069,"€6408,02",09/03/2020
KT44MXNQ7249551121872917,"€1978,30",27/01/2020
MJ34AOFS7606755782424999,"€2005,13",25/11/2022
BS06UUKY7010484849656585,"€5674,56",10/04/2020
ZF83QTIK2093510085478891,"€9918,43",10/02/2020
IC45NSEU7014035399074000,"€7039,92",22/01/2022
MK19QSLS5520104779010335,"€2063,26",26/01/2021
WP19QDYB8206191961152292,"€3255,08",06/01/2022
GR31KOSL5868902598342398,"€9081,33",09/12/2021
IC45NSEU7014035399074000,"€8899,09",02/05/2020
WH39HFYD7954475145033871,"€4124,62",01/03/2021
KT44MXNQ7249551121872917,"€2966,17",04/11/2021
LY42SXCS6002449311267945,"€9007,24",28/06/2021
WO42WYBF5040063753517656,"€5242,06",26/03/2021
GR31KOSL5868902598342398,"€5670,08",05/09/2022
PD27IIZR0203047936829770,"€4713,58",10/03/2020
VK52OTDE7058948010602650,"€3903,06",02/10/2020
UK46XCJK5130346395669069,"€4781,07",27/03/2020
EV25EYNT8611553704952671,"€2170,32",07/09/2022
BS06UUKY7010484849656585,"€2365,37",02/01/2022
IJ02YJZN1459113278591727,"€2926,97",21/10/2020
EK58GJRI3494492520481496,"€9159,70",11/03/2021
IC45NSEU7014035399074000,"€8191,30",09/08/2022
NX52VYJQ7332172388663407,"€3973,86",23/01/2021
FU72XWUI7778741314347558,"€5846,19",27/01/2021
WH39HFYD7954475145033871,"€7200,75",12/07/2021
VK52OTDE7058948010602650,"€9959,95",02/06/2022
KD27WFUW1994525153688845,"€1571,79",16/04/2021
IC45NSEU7014035399074000,"€8014,50",03/03/2021
EF62PIJZ9881548659721222,"€3836,27",08/07/2022
LY42SXCS6002449311267945,"€8000,20",30/10/2021
GW69NCED6595613543369289,"€6638,11",10/04/2022
HW78GAHQ3332032503939240,"€8463,54",20/04/2021
GR31KOSL5868902598342398,"€3418,22",09/08/2021
YG32AIZY9488675037370706,"€8243,49",19/04/2020
MY87UNZR9329832718368216,"€2762,11",04/03/2022
IC45NSEU7014035399074000,"€7204,21",03/06/2022
YE33IPZN5036182368776050,"€1414,73",30/11/2021
EF62PIJZ9881548659721222,"€8499,54",23/03/2020
YI62HTEN5739745820890142,"€4780,72",03/06/2020
WP19QDYB8206191961152292,"€4057,44",25/05/2021
EV25EYNT8611553704952671,"€4763,91",12/02/2022
KQ93FGEY6361663962535877,"€8478,33",20/11/2021
EK58GJRI3494492520481496,"€3968,05",08/11/2021
WK05HWZD5591225804593608,"€8461,84",02/01/2021
IJ02YJZN1459113278591727,"€8639,10",02/04/2022
NA30KDAE2038856374082263,"€3646,11",28/02/2020
NA30KDAE2038856374082263,"€262,28",18/04/2020
OI76JTQR8783503631662856,"€6776,77",05/10/2022
CG80EVJO5871950581852736,"€5198,66",14/10/2021
OA37CQDJ5874702614492234,"€9305,88",17/02/2022
OA37CQDJ5874702614492234,"€5889,33",03/12/2020
KD27WFUW1994525153688845,"€7051,24",30/08/2020
OM60BCJZ8074608343094365,"€760,21",11/04/2022
IX35DFVK6952181976345520,"€8179,80",27/09/2021
IX35DFVK6952181976345520,"€270,47",04/09/2021
TW60ZFZE5455186650176728,"€9805,45",14/01/2021
CG80EVJO5871950581852736,"€2670,21",16/07/2022
OI76JTQR8783503631662856,"€2596,27",06/03/2020
YG32AIZY9488675037370706,"€3345,94",16/03/2021
WO71OALR7349870387403646,"€5118,44",14/06/2020
KQ93FGEY6361663962535877,"€5429,94",12/05/2021
VK52OTDE7058948010602650,"€447,44",11/03/2021
QS64LQLE2555553037497653,"€7627,93",13/06/2022
MY87UNZR9329832718368216,"€6528,45",16/02/2022
EX24GVJP7144104973232484,"€2688,17",25/05/2022
DM59BZQF5862676480464137,"€4597,13",01/02/2020
HW78GAHQ3332032503939240,"€8138,12",19/06/2022
EK58GJRI3494492520481496,"€1756,20",15/10/2021
TE94QYDP6805848077193773,"€4247,35",23/08/2020
WO71OALR7349870387403646,"€7104,89",01/01/2020
WD52FTUZ8278815624905675,"€7709,69",26/01/2020
WO42WYBF5040063753517656,"€9341,70",29/10/2022
PE97VTKD2117787476167401,"€8824,45",26/09/2021
NX52VYJQ7332172388663407,"€9282,08",17/01/2021
MY87UNZR9329832718368216,"€7776,34",13/06/2022
KD27WFUW1994525153688845,"€3338,49",13/02/2021
KQ93FGEY6361663962535877,"€3646,35",17/04/2022
UK46XCJK5130346395669069,"€8277,31",03/01/2021
LK11TXLK9955464498656415,"€598,82",13/10/2021
CG80EVJO5871950581852736,"€5856,13",05/01/2021
FO50WRNR6368136727316283,"€8252,29",21/11/2021
TB08WWAL3671501213548985,"€1185,76",21/06/2022
KQ93FGEY6361663962535877,"€1209,18",11/07/2021
IC45NSEU7014035399074000,"€5802,99",09/11/2021
MJ34AOFS7606755782424999,"€1242,55",09/12/2022
BS06UUKY7010484849656585,"€9183,43",30/03/2020
BP29TPUJ6310621823872564,"€1852,59",16/02/2020
WP19QDYB8206191961152292,"€6273,77",22/08/2020
BL91WYEM7893463245289011,"€9600,12",12/07/2021
OA37CQDJ5874702614492234,"€1837,77",06/11/2021
QS64LQLE2555553037497653,"€8543,26",09/01/2020
YI62HTEN5739745820890142,"€217,15",20/10/2020
TE94QYDP6805848077193773,"€9826,21",10/07/2020
YI62HTEN5739745820890142,"€3200,46",09/07/2021
EF62PIJZ9881548659721222,"€9413,81",21/02/2022
BP29TPUJ6310621823872564,"€3094,74",17/10/2020
EV25EYNT8611553704952671,"€2002,32",24/01/2020
FU57KYSJ7187405817063989,"€8433,24",11/05/2022
YI62HTEN5739745820890142,"€8408,99",21/08/2022
KQ93FGEY6361663962535877,"€6237,80",13/04/2020
WH39HFYD7954475145033871,"€8702,31",28/02/2022
KD27WFUW1994525153688845,"€4172,91",01/03/2021
TB08WWAL3671501213548985,"€6208,60",24/06/2022
MK19QSLS5520104779010335,"€4952,92",18/05/2022
FJ51QVCZ4071876469072835,"€3919,42",03/10/2020
FO50WRNR6368136727316283,"€2820,75",26/11/2021
LK11TXLK9955464498656415,"€6951,38",25/01/2021
CG80EVJO5871950581852736,"€8242,25",14/03/2022
WH39HFYD7954475145033871,"€2001,54",23/02/2020
HG63XUMM8029320556780672,"€6471,14",11/11/2022
WD52FTUZ8278815624905675,"€7406,55",27/03/2021
DM59BZQF5862676480464137,"€5006,72",05/10/2020
WH39HFYD7954475145033871,"€6709,28",16/10/2021
FO50WRNR6368136727316283,"€9318,74",10/09/2022
TW60ZFZE5455186650176728,"€909,11",30/08/2020
GR31KOSL5868902598342398,"€5616,02",07/07/2022
MY87UNZR9329832718368216,"€3034,50",26/04/2022
KD27WFUW1994525153688845,"€1169,76",23/07/2021
YI62HTEN5739745820890142,"€5336,90",14/11/2020
KQ93FGEY6361663962535877,"€6453,31",24/11/2020
ND01TMBO1447382433152715,"€9721,81",06/08/2022
YI62HTEN5739745820890142,"€4949,84",17/07/2021
WP19QDYB8206191961152292,"€4411,67",10/04/2020
FL14EEQD2184689902100152,"€3597,38",09/09/2021
EV25EYNT8611553704952671,"€8899,54",13/08/2021
EX24GVJP7144104973232484,"€7634,37",26/10/2021
YI62HTEN5739745820890142,"€7602,04",11/08/2021
GR31KOSL5868902598342398,"€6310,15",07/11/2022
MJ34AOFS7606755782424999,"€3267,23",19/01/2022
BL91WYEM7893463245289011,"€8544,01",22/05/2022
MK19QSLS5520104779010335,"€2402,06",20/08/2021
IX35DFVK6952181976345520,"€9275,92",07/10/2021
YI62HTEN5739745820890142,"€6636,68",15/03/2022
FJ51QVCZ4071876469072835,"€6486,71",29/10/2020
GW69NCED6595613543369289,"€5999,43",04/12/2020
CG80EVJO5871950581852736,"€1801,03",04/11/2020
IJ02YJZN1459113278591727,"€7458,77",29/12/2022
MK19QSLS5520104779010335,"€846,70",27/09/2021
FH49EBUS9790640749129224,"€7789,44",28/09/2022
UK46XCJK5130346395669069,"€5153,36",27/03/2021
KD27WFUW1994525153688845,"€9564,25",11/04/2021
BS06UUKY7010484849656585,"€5700,83",06/01/2021
WM39ZLRO8923014308284958,"€3772,81",28/05/2020
OA37CQDJ5874702614492234,"€6165,12",06/09/2021
LK11TXLK9955464498656415,"€2599,49",25/07/2020
KQ93FGEY6361663962535877,"€2570,77",07/01/2022
EX24GVJP7144104973232484,"€8241,15",02/02/2020
HG63XUMM8029320556780672,"€2670,87",20/10/2020
EV25EYNT8611553704952671,"€2519,56",09/02/2022
UK46XCJK5130346395669069,"€4003,36",18/09/2021
HW78GAHQ3332032503939240,"€2210,20",19/03/2020
IJ02YJZN1459113278591727,"€1525,79",07/03/2022
LK11TXLK9955464498656415,"€3113,41",08/02/2021
EF62PIJZ9881548659721222,"€8031,65",18/06/2021
LK11TXLK9955464498656415,"€3123,89",21/08/2022
BP29TPUJ6310621823872564,"€9231,81",27/04/2022
CG80EVJO5871950581852736,"€1845,85",30/01/2020
KQ93FGEY6361663962535877,"€7792,14",14/10/2022
TE45XENC2105749011568013,"€3661,51",15/07/2021
IX35DFVK6952181976345520,"€164,81",07/02/2020
KT44MXNQ7249551121872917,"€682,51",14/04/2021
KQ93FGEY6361663962535877,"€7796,91",04/12/2021
NX52VYJQ7332172388663407,"€1707,94",20/12/2022
FU57KYSJ7187405817063989,"€5153,35",15/09/2020
TE45XENC2105749011568013,"€9732,19",26/09/2020
NA30KDAE2038856374082263,"€3079,98",31/03/2020
NX52VYJQ7332172388663407,"€5008,85",12/05/2022
NX52VYJQ7332172388663407,"€1591,60",21/03/2022
MY87UNZR9329832718368216,"€456,02",22/04/2021
NA38ISGF6658874953084910,"€4255,44",20/12/2020
WD52FTUZ8278815624905675,"€6836,76",25/07/2022
IC45NSEU7014035399074000,"€7644,24",20/07/2022
MJ34AOFS7606755782424999,"€8636,63",26/02/2020
LY42SXCS6002449311267945,"€2371,38",06/02/2021
OM60BCJZ8074608343094365,"€4396,20",23/11/2021
WK05HWZD5591225804593608,"€7519,80",31/01/2021
DM59BZQF5862676480464137,"€928,32",18/07/2020
BS06UUKY7010484849656585,"€3950,70",17/12/2022
KT44MXNQ7249551121872917,"€6346,07",27/12/2022
TE94QYDP6805848077193773,"€3182,92",30/07/2021
YI62HTEN5739745820890142,"€5508,08",26/10/2020
CG80EVJO5871950581852736,"€8675,03",09/09/2020
QK76YHHS6347816505846314,"€5957,25",22/06/2022
IX35DFVK6952181976345520,"€8697,58",08/02/2021
FO50WRNR6368136727316283,"€2954,07",26/12/2020
MY87UNZR9329832718368216,"€1995,87",18/12/2021
IJ02YJZN1459113278591727,"€4934,17",20/05/2020
TE94QYDP6805848077193773,"€5752,49",08/09/2021
WO42WYBF5040063753517656,"€8581,92",09/04/2020
YG32AIZY9488675037370706,"€4590,23",26/03/2022
FJ51QVCZ4071876469072835,"€1978,26",16/06/2020
DM59BZQF5862676480464137,"€5629,05",18/02/2021
MY87UNZR9329832718368216,"€1621,98",19/03/2022
CG80EVJO5871950581852736,"€4925,95",02/10/2022
NX52VYJQ7332172388663407,"€4437,82",20/01/2021
LK11TXLK9955464498656415,"€2965,79",01/11/2020
EF62PIJZ9881548659721222,"€9347,31",10/05/2020
QK76YHHS6347816505846314,"€7849,44",02/10/2020
IX35DFVK6952181976345520,"€9177,51",09/03/2020
